text,label
Gitar çaldığım zamanlar. ,joy
Ders çalışırken telefonuma baktığımda odama babamın gireceğinden korkuyorum. ,fear
İlk tenis şampiyonluğunu aldığım zaman. ,joy
Babaannemin ölümüne üzüldüm. ,sadness
Örümcek gördüğümde. ,disgust
"""Fenerbahçe"" yenince çok sevindim ",joy
Ailemin ya da sevdiklerimin başına bir şey gelmesi beni korkutuyor. ,fear
insanların önemsenmeyecek olayları büyütüp asıl hayatla ilgili olan kısımları es geçmesi beni çok sinirlendiriyor. ,anger
Yaz okuluna gelecek olmam beni kahrediyor. ,sadness
Bu da mı evlenmiş bu da mı mezun oluyor diye söylendiklerim beni çok şaşırtıyor. ,surprise
Bir insan uzmanlığının dışındaki bir alanda bildiğini savunmasına öfke duyarım. ,anger
Her gün dersim olmasından üzüntü duyuyorum. ,sadness
Arkadaşlarımla yaptığım pijama partisi. ,joy
Arkadaşımın geğirmesi tiksindiriyor. ,disgust
İyi geçen bir sınavdan kötü not almak. ,sadness
Yeni bir ayakkabı aldığım an. ,joy
Yanlış anlaşıldığımı düşündüğüm an. ,sadness
Gereksiz yere bekletildiğim zaman. ,anger
Kız kardeşimle yatakta uzanıp konuşmak. ,joy
Düzeltemeyeceğim bir hata yapmak. ,fear
Bir durumda elimden bir şey gelmemesi. ,sadness
Ailem ve sevdiklerimle birlikte vakit geçirdiğim zaman mutlu olurum. ,joy
Kaza atlattığımda çok korkmuştum. ,fear
Sözümün dinlenmemesine sinir olurum. ,anger
Yakın bir zamanda sevdiğim birisinin ölümüne üzülmüştüm. ,sadness
Toplum içinde görgü kurallarına dikkat edilmemesi. ,anger
Kuzenimin doğmasına çok mutlu olmuştum. ,joy
Başka bir ülkeye tatile gittiğimizde bir an kardeşimi kaybetmiştik. ,fear
Çok sevdiğim bir arkadaşım bana yalan söylediğinde çok öfkelenmiştim. ,anger
Arkadaşımla çok özel bir konu hakkında tartıştığımızda çok üzüldüm. ,sadness
Otobüste yanıma pis kokan bir kişi oturduğunda tiksinirim. ,disgust
Çok kötü geçtiğini düşündüğüm sınavdan iyi bir not aldığım zaman şaşırmıştım. ,surprise
Hayal ettiklerimin gerçekleşmesi. ,joy
Kabus görmek. ,fear
Gürültü sebebiyle uyanmak. ,anger
Akşama kadar uyumak. ,joy
Erkek arkadaşımın beni görmek için başka şehirden gelmesi mutlu ediyor. ,joy
Marmaris'te gece arkadaşımla beni bir kamyon takip ettiği zaman çok korkmuştuk. ,fear
Bir arkadaşımın yapma dediğim halde kafama vurması çok öfkelendiriyor. ,anger
Dedemin öldüğü gün. ,sadness
Arkadaşımın yılbaşı hediyesini kapımın önünde bulunca çok mutlu oldum. ,joy
Tek başıma akşam boş sokakta yürürken korkmuştum. ,fear
"Matematik sınavında zor soruları yapıp, basit soruları yapamadığım zaman üzülüyorum. ",sadness
Arkadaşımın elmayı çekirdekleriyle birlikte yemesi. ,disgust
Çok istediğim bir hediyenin alınması. ,joy
Evde yalnızken elektriklerin kesilmesi. ,fear
Ders çalışırken rahatsız edilmek. ,anger
Birisinin yanımda kusması. ,disgust
Uzun zamandır görmediğim bir arkadaşımla karşılaşmak. ,surprise
Sevdiğim insanlarla birlikte olduğumda. ,joy
Bana yakın olan insanlarla tartıştığım zaman. ,sadness
Sevmediğim bir şey yediğimde. ,disgust
En sevdiğim yemeği yerken. ,joy
Bozulmuş yemek yemek. ,disgust
Hoşlandığım insanlarla vakit geçirmek. ,joy
Haksızlık yapıldığı zaman öfkeleniyorum. ,anger
Birisini için elimden bir şey gelmediğini anladığım durumlarda. ,sadness
Mide bulandırıcı her şey. ,disgust
25 sayfalık kimya ödevini bitirmek için ellerim yara olmuşken öğretmenin ödevimi ertelemesi. ,anger
Birisi beni koruyup kollayınca ve yüksek not alınca mutlu oluyorum. ,joy
Sınav öncesi stres oluyorum. ,fear
Sınavda çok ses çıkarttıkları zaman. ,anger
Temiz olmayan insanlar. ,disgust
Güler yüzlü insanların bir arada çalışması mutlu ediyor. ,joy
Babam hızlı araba kullandığı zaman. ,fear
İyi çalıştığım halde kötü not aldığım zaman. ,sadness
Çikolata yediğimde. ,joy
Karanlıkta kaldığımda. ,fear
Paramın bitmesi. ,sadness
Okul tuvaletleri. ,disgust
Sınavların bittiği gün. ,joy
Öğretmen sınav sonuçlarını açıklanırken. ,fear
Acıkınca öfkelenirim. ,anger
İngilizce sınavından düşük not almak. ,sadness
Kusmuk görmek. ,disgust
İngilizce sınavından yüksek not alırsam şaşırırım. ,surprise
kuzenim olduğunda ve kız olduğunu duyduğumda çok çok sevinmiştim güzel bir duygu ,joy
Issız yerlere gittiğim zaman. ,fear
İğrenç kokan tuvaletlerden. ,disgust
Beklemediğim bir not aldığımda. ,surprise
Fizik sınavından 100 aldığım zaman. ,joy
Arkadaşım bana ihanet ettiği an. ,anger
Doğruluğundan emin olduğum sorunun yanlış çıkması. ,surprise
Sınavdan yüksek not almak. ,joy
Sınavdan düşük not almak. ,sadness
Okul tuvaletinin kokusundan tiksiniyorum. ,disgust
Babam ve annem bana bağırdığı zaman. ,anger
Almanca notumu görünce kendimden tiksindim. ,disgust
Ben hep mutluyum. ,joy
Adaletsizlik ve yalan. ,anger
Ailemden birisine bir şey olduğu zaman. ,sadness
İnsanların yalan söylemesi. ,anger
Sınavlar açıklanırken. ,fear
Arkadaşımın saçımı çekmesi. ,anger
Derslerime zamanında çalıştığım zaman mutlu olurum. ,joy
Çok çalıştığım sınavdan işlem hatası yüzünden düşük not almam. ,sadness
İstediğim notu aldığım zaman. ,joy
Düşük beklediğim sınavdan yüksek not almam. ,joy
Bilgisayarımdaki yazılım hatasını çözebildiğim zaman. ,joy
Ailemi ya da çok sevdiğim birisini kaybetmek. ,sadness
Arılardan. ,fear
Bilgisayarımın bozulması. ,sadness
Haksızlık yapıldığı zaman. ,anger
Hoşlandığım çocuğun bana mesaj atması. ,joy
Mesajlarımın gitmemesi. ,anger
Metronun kokusu. ,disgust
Sınavdan yüksek not almak. ,joy
Sınavdan düşük not almak. ,sadness
Tuvaletlerin kötü kokusu. ,disgust
Birisinin önümde kusması. ,disgust
Hoşlandığım kızın mesaj atması. ,joy
Kabus görmek. ,fear
Paramın bitmesi. ,sadness
Hoşlandığım kızın sadece arkadaşız demesi. ,sadness
Birisinin ağzı doluyken konuşması. ,disgust
İki yakın kızın kavga etmesi. ,surprise
Bilgisayarımın sorun çıkarması. ,anger
Kimya notumun düşük olması. ,sadness
Özgür hissettiğim zaman. ,joy
Özgürlüğümün kısıtlanmasından korkarım. ,fear
Emir vererek bir şey istenmesi. ,anger
Yumurta yemiş bir kişinin su içtiği bardaktan yanlışlıkla su içmek. ,disgust
Kardeşimle vakit geçirmek. ,joy
Sevdiklerimi kaybetmek. ,sadness
Düşüncesiz insanları gördüğümde. ,anger
Sınavlara girmek. ,fear
Öğretmenime aldığım hediyeyi bir arkadaşımın zarar vermesine sinir oldum. ,anger
Babamın vefat ettiğini öğrendiğim an. ,sadness
Yanımda yemek yiyen birisinin ağzını şapırdatması. ,disgust
Anne ve babamı bir işle uğraşırlarken uzaktan onları izlemek. ,joy
Ailemin öldüğünü gördüğüm rüyadan uyanınca. ,fear
Arkadaşımın kararlarımı sorgulayıp hakaret etmesine sinirlendim. ,anger
Babamın kafasına bir şey düştüğünde dolayı hastaneye yatması. ,sadness
Martının ağzından çıkardığı kusmuk benzeri şeyi gördüğüm zaman. ,disgust
Emeğimin karşılığını aldığım an. ,joy
Arkadaşlarımdan ayrıldığım an. ,sadness
Birisinin kustuğunu görmek. ,disgust
Uzun süre uğraştığım bir işin sonuçlanması. ,joy
İzlediğim korku videosundan korktum. ,fear
Arkadaşımın yıkanmaması. ,disgust
Arkadaşımla barıştığım zaman. ,joy
Arkadaşımla küstüğüm zaman. ,sadness
Arkadaşımla küstüğüm zaman. ,sadness
Ellerini yıkamayan insanlardan. ,disgust
Arkadaşımın geç kalması. ,anger
Köpek alınca çok mutlu oldum. ,joy
Evdeki kuşum kafesten çıkınca köpeğimin ona zarar vermesinden korktum. ,fear
Öğretmenimin katılmak istediğim yarışmaya beni istememesine kızdım. ,anger
Ağzından tükürük saçan kişilerden tiksinirim. ,disgust
Sevdiğim birisiyle geçirdiğim her an. ,joy
Gece karanlıkta yalnız kaldığım zaman. ,fear
Birisinin kustuğunu görmek. ,disgust
Kaplumbağaların kış uykusuna yattığını öğrendiğim zaman. ,surprise
Sevdiklerimle birlikte olduğum anlar. ,joy
Hayvanım öldüğü zaman. ,sadness
Yemek yerken ağzı açık ve sesli yemek yiyenler. ,disgust
Ayak kokusu. ,disgust
Yemek yediğim kaşık ve çatalının ellenmesi. ,disgust
Bir yere vurmadığım halde kolumdaki morluğu gördüğümde şaşırdım. ,surprise
Benim için önemli olan bir şeyi başardığımda. ,joy
Hızla bir köpeğin bana doğru gelmesi. ,fear
Tartışmalarda kişilerin üste çıkıp haklı duruma geçmeye çalışması. ,anger
Tanımıyor olsam bile insanların üzülmesine üzülüyorum. ,sadness
Yerde tükürük görmek. ,disgust
Güzel geçen sınavdan düşük not almak. ,sadness
Doğum günümde arkadaşımın her şeyi düşünüp sürpriz parti hazırlaması. ,surprise
Eve giren hırsızla karşılaştığım zaman. ,fear
Bekletilmek. ,anger
Dedem öldüğü zaman. ,sadness
Hayvanları katledilmiş halde görmek. ,sadness
Poker oynarken son elde paramı kaybetmekten korkarım. ,fear
Her doğum günümde mutlu olurum. ,joy
Sevgilim tarafından terk edilmek. ,sadness
Baba yarısı aile dostumuzun ölümü. ,sadness
Oyun konsolu alınca mutlu oldum. ,joy
Sınavdan 100 aldığımda. ,joy
Garip ve korkutucu videolar izlediğimde. ,fear
Kedim balkondan düştüğünde üzüldüm. ,sadness
Arkadaşım üzerime kustuğunda. ,disgust
Uzun bir zamandır istediğim kitabı almak. ,joy
Birisinin benimle emir kipinde konuşması. ,anger
Yemek yediğim çatal ya da kaşığa dokunulması. ,disgust
Beklemediğim birisinin benden hoşlandığını öğrendiğimde. ,surprise
Sayısal tuttuğunda. ,joy
Sayısaldan para kazanamayınca. ,sadness
Kardeşimin doğumu. ,joy
Ölüm. ,fear
Köpek kovaladığı zaman. ,fear
Dedemin vefatı. ,sadness
Kusmuk. ,disgust
Beşiktaş maç kazandığında. ,joy
Ağabeyimin doğum günü için video hazırlamama herkesin yardım etmesi. ,joy
Diş implantı videosu izlediğimde. ,fear
Arkadaşımın bana yalan söylemesine şaşırdım. ,surprise
Beşiktaş maç kazandığında. ,joy
Korku filmi izlemek. ,fear
Elleri pis kokan bir arkadaşımdan. ,disgust
Doğmuş olmak. ,joy
Gezmeyi çok sevdiğim için her gittiğim gezide mutlu oluyorum. ,joy
Cam masanın üstüne düşüp kolumu yarmıştım. O zaman çok korkmuştum. ,fear
Çok sevdiğim birisinden ayrılmak. ,sadness
Kusmuk görünce tiksiniyorum. ,disgust
hazırlıktayken dedem vefat etti. cenazeye gidemedim yanında değildim hani. bu duruma üzülüyorum. ,sadness
"""DOM"" lablarından korkuyorum ",fear
Arkadaşlarımla birlikte vakit geçirdiğimde çok mutlu oluyorum. ,joy
İğne olmaktan çok korkuyorum. ,fear
Yaptığım iyilik karşısında vefasızlık görünce çok öfkeleniyorum. ,anger
Bir gün annemin öleceğini düşündüğümde çok üzülüyorum. ,sadness
Sokakta yere tüküren bir insan görünce tiksiniyorum. ,disgust
Uzun zamandır görmediğim biriyle (aklımdan geçirdikten sonra) karşılaşınca çok şaşırdım. ,surprise
"Madencilerin ölümüne kader denmesi, tedbirli olmanın öneminin vurgulanmaması acayip derecede sinirimi bozuyor. ",anger
Arkadaşımın babası öldüğünde çok kötü olmuştum. ,sadness
Arkadaşımın 1 hafta boyunca aynı kıyafeti giymesi ve hiç yıkanmaması beni benden aldı. ,disgust
Sağlık benim mutluluk kaynağım. ,joy
insanların beni dinlememesine öfkeleniyorum. ,anger
Sokakta çay içmekten tiksinirim ,disgust
Gelinimin davranışları beni şaşırtıyor. ,surprise
Kaza yapmaktan korkuyorum. ,fear
Eşimin beni yönlendirmesine kızıyorum ,anger
Köpeğim öldüğünde çok üzüldüm ,sadness
Dışarıda yemek yemek beni tiksindiriyor. ,disgust
Babamın bana araba almasına çok şaşırdım. ,surprise
dişçiye gittiğimde ağrı kesici etkisi henüz başlamadan dişimi çektiği için sadece korkmadım dişçilere karşı öfkelendim de ,anger
bazı arkadaşlarım bunu sürekli yapıyor ve evet gerçekten sinir bozucu bir durum ,anger
Şehirler arası yolda sis bastırıp önümü göremediğimde korkmuştum. ,fear
Karşımda görmeyi beklemediğim bir arkadaşım sürpriz yapıp geldiğinde şaşırırım. ,surprise
Dişçi koltuğuna oturmamak için direndim. ,fear
görevimde bir üst rütbeye geçebilme hakkına sahip olabildiğim haberine çok sevindim. ,joy
Gece nöbetimde arkamdan gelen köpek hızlanan adımlarıyla beni çok korkuttu ,fear
ablamın Rahatsızlığı içimi acıtıyor. ,sadness
Mahallemizde son zamanlarda sürekli olan Elektrik kesintisinden bıktım. ,anger
ilk yeğenim doğunca sevinirim. ,joy
İlk diş tedavisinde biraz korkma olmuştu. ,fear
Haber vermeden ya da haber verecek imkanı olmadığı için haber vermeden randevuya gelmemesine göre değişmekle birlikte öfkelenme olur. ,anger
Dişçi koltuğuna oturmaktan her seferinde çekinirim. ,fear
Haklı olduğum halde karşı tarafın ısrarla ukalalık etmesine öfkelenirim. ,anger
Yaz tatilinde yakın bir arkadaşımı kaybettim. Onun ölümü beni çok üzdü. ,sadness
Birsinin kusması. ,disgust
İsteklerimin yerine getirilmesi. ,joy
Köpek kovalaması. ,fear
Arkadaşımın burnunu temizlemesi. ,disgust
Düşük beklediğim sınavdan yüksek not almak. ,joy
Fizik sınavından 96 aldığım zaman çok mutlu oldum. ,joy
Babamın cüzdanını kaybettiğim zaman korktum. ,fear
İzlediğim filmde sevdiğim karakter ölünce üzüldüm. ,sadness
"""İzban'daki"" kokudan tiksiniyorum. ",disgust
Testte bütün soruları yaptığım zaman. ,joy
Sevdiklerimle vakit geçirmek. ,joy
Deprem gibi doğal afetlerden korkarım. ,fear
Saygısızlık ve haksızlık yapıldığı zaman öfkelenirim. ,anger
Sevdiklerimin sağlık sıkıntısı çekmesi. ,sadness
Yere çöp atan insanlardan tiksinirim. ,disgust
Ummadığım kişilerle karşılaşınca şaşırırım. ,surprise
Ailemle güzel bir yere gittiğimizde. ,joy
Evde yalnızken nereden geldiğini anlamadığım sesler duyduğumda korktum. ,fear
Bana yalan söylenmesine öfkelenirim. ,anger
Düşük not almak. ,sadness
Kardeşimin dünyaya gelmesi. ,joy
Gereksiz takılmalara sinirlenirim. ,anger
Birisinin yanımda kusması. ,disgust
Tanıdığım ya da tanımadığım bir kişiye selam verdiğimde geri dönüş almak mutlu ediyor. ,joy
Annem ben müzik dinlerken balkondan gizli gizli gelip beni korkuttu. ,fear
Söylediğim şeyin yapılmayıp görmezden gelinmesi. ,anger
Arkadaşlarım tarafından yalnız bırakıldığımda. ,sadness
Yazılılar bittikten sonra arkadaşlarımla buluşup hoş sohbetler yapmak. ,joy
Aldığım iyi not karşısında bazı kişilerin benden ummadıkları için şaşırmasına üzüldüm. ,sadness
Yalan söylenmesi. ,anger
İyi geçen yazılıdan kötü not almak. ,sadness
Derslerimin iyi gitmesi. ,joy
Arkadaşımın beni korkutması. ,fear
Kantinin pahalı olmasına. ,anger
"Birisinin beni düşünüp, beni mutlu etmek için bir şeyler yapması mutlu ediyor. ",joy
Yapmayı istemediğim bir şeyi hatır için ya da zorunda olduğum için yapmak öfkelendiriyor. ,anger
Ağız şapırdatmak. ,disgust
Beklemediğim bir anda gelen hediye. ,surprise
Sınavdan yüksek aldığım zaman. ,joy
Konuşurken dinlenmemek ve sözümün kesilmesi. ,anger
Yüksek beklediğim sınavdan düşük alınca üzülürüm. ,sadness
Karşımdaki kişinin ağzı açık yemek yemesi. ,disgust
Hiç beklemediğim bir takımın maç kazanması. ,surprise
Ailemle birlikte olmak ve yüksek not almak. ,joy
Bir köpek arkamdan koşturursa. ,fear
"""Fenerbahçe"" maç kaybettiği ve düşük not aldığım zaman. ",sadness
Yüksek beklediğim sınavdan düşük not almak. ,sadness
Sınavlarım iyi geçince. ,joy
"""Recep Tayyip Erdoğan'dan"" korkuyorum. ",fear
Arkadaşımla tartıştığım zaman. ,sadness
Çikolata yediğim zaman. ,joy
Korku filmlerindeki olayların başıma gelirse diye düşündüğüm zaman. ,fear
Kalemimi kaybettiğim zaman. ,sadness
Cihan'ın mutlu olduğu an. ,joy
Yaptığım esprime gülmemeleri üzer. ,sadness
"""Kazı kazan'dan"" 10 TL çıktığı an. ",joy
Dersin boş olması. ,joy
Köpeklerden. ,fear
İddia kuponumun yatması. ,sadness
Ağzıma tüy kaçması. ,disgust
Saçma sapan bu ankete derdimi anlatmak. ,anger
Kadınların sinirlenmesine şaşırırım ,surprise
Annemin anneler gününü kutlarken ve hediyesini verdiğimde çok mutlu oldum. ,joy
Projem kabul alınca çok mutlu oldum. ,joy
Yükseklikten çok korkuyorum dizlerim titriyor. ,fear
Birisi arkamdan konuşursa ya da dedikodumu yaptığını öğrenirsem çok öfkeleniyorum. ,anger
Ellerini yıkamadan tuvaletten çıkan insanlardan tiksiniyorum. ,disgust
Oğlumun bir su kaplumbağası vardı. Ona çok düşkündü. Bir gün eve döndüğünde sevdiği kaplumbağası artık yoktu. Hep beraber bir cenaze töreni düzenledik. Hepimiz çok etkilenmiştik. ,sadness
Çikolata yerken mutlu oluyorum. ,joy
Sevdiğim birisine bir şey olduğu zaman. ,sadness
Beklemediğim bir şey olduğu zaman. ,surprise
Yüksekten korkarım. ,fear
Düşük not aldığım zaman. ,sadness
Balgamdan tiksinirim. ,disgust
Anneannem vefat ettiği zaman. ,sadness
Bir arkadaşımın yere balgam atması. ,disgust
Yakın bir arkadaşımın bana sinirlenip küfür etmesine şaşırdım. ilk defa olmuştu. ,surprise
İstediğim bir şey yaptığımda ve uyuduğumda mutlu olurum. ,joy
Birisinin güvenini kaybetme korkum var. ,fear
Çoğu zaman her şeye sinirlenirim. ,anger
Sinirlendiğim zaman insanları kırarım sonra da üzülürüm. ,sadness
Bir insanının önümde kusması. ,disgust
Hayvanların zarar gördüğü her an. ,sadness
Balgam görmek. ,disgust
Bilinçaltı ile tüm bedenin yönetebileceğini öğrendiğim an. ,surprise
Uyuduğum zaman. ,joy
İnsanların haksız olmalarına rağmen ısrarla kendilerini savunmaları öfkelendiriyor. ,anger
Akrabalarımdan birini kaybedince. ,sadness
Annem kereviz yemeği yaptığında. ,disgust
90. dakikada gelen gol. ,joy
Karşımdaki kişiye anlamadığı için sürekli aynı şeyi tekrarlamak zorunda kaldığım zaman sinirleniyorum. ,anger
Bir arkadaşım vefat ettiği zaman. ,sadness
Sevmediğim insanları görünce tiksiniyorum. ,disgust
Aklımdan geçen insanın beni o an aramasına şaşırıyorum. ,surprise
Hedeflerime ulaştığım zaman. ,joy
Değer verdiğim birisine zarar gelmesinden korkarım. ,fear
İstemediğim bir şeyi yapmak zorunda bırakılmak. ,anger
Hedeflerime ulaşamayınca. ,sadness
Sokağa tüküren birisini gördüğüm zaman. ,disgust
Büyük bir tesadüfle karşılaşınca. ,surprise
Genel olarak mutluyum. ,joy
Karanlık. ,fear
Dinlenmediğimi hissettiğim an ve haksızlıklar. ,anger
Sevdiğim birisine zarar gelmesi ya da ölmesi. ,sadness
Bir kişinin toplum kurallarına uymaması. ,anger
Beklenmedik olaylar. ,surprise
Yeni bir telefon alındığında çok mutlu olmuştum. ,joy
İnsanlar bana laubali davranırsa çok öfkelenirim. ,anger
Dedem vefat ettiği zaman çok ama çok üzüldüm. ,sadness
Sokağa tüküren birisini gördüğüm zaman. ,disgust
Çevreye karşı duyarsızlık davranan insanları gördüğüm zaman. ,anger
Başarılı olduğum her an mutluyum. ,joy
Hiç beklemediğim birisinden hiç beklemediğim söz duyarsam şaşırırım. ,surprise
Ailecek pikniğe gittiğimizde. ,joy
Sevgilimden ayrıldığım an. ,sadness
Okul tuvaletine girince. ,disgust
Arkadaşlarımla vakit geçirmek. ,joy
Denizde yüzerken köpek balığı saldırısına uğramak. ,fear
Köpeğim doğum yaptığında bir çok yavrusunun ölmesi. ,sadness
Kafama sakız atılması. ,anger
NBA oyuncusu ile fotoğraf çekilmiştim. ,joy
İstanbul Atatürk stadyumunda amcamı kaybettiğim zaman. ,sadness
Çorbacıda alkollü bir adam tabağa kusmuştu. ,disgust
Arkadaşımın doğum gününde hep beraber eğlendiğimiz gün. ,joy
Eve dönerken takip edilmiştim. ,fear
"Evde bir konu hakkında karar alınırken, beni ciddiye almamaları öfkelendiriyor. ",anger
En güvendiğim arkadaşıma verdiğim sırrı başkalarına anlatmasına üzüldüm. ,sadness
Bütün taciz ya da tecavüz haberleri beni tiksindiriyor. ,disgust
Evsiz ve kimsesiz çocuklar. ,sadness
Tükürük ve sümük. ,disgust
Annemin 40 yaşında hamile kalması. ,surprise
İnsanların doğum günümü hatırlaması. ,joy
Sevgilimin doğum günümü unutması. ,sadness
Arkadaşımı kusarken görmek. ,disgust
Hediye alınması. ,joy
Sözümün dinlenmemesi. ,anger
Kuzenimin ağzıma tükürdüğü an. ,disgust
Trafik kazası geçirmekten. ,fear
Şehit haberlerini duyduğum zaman. ,sadness
Ceset ve dışkı görmek. ,disgust
Uzun süredir giymediğim montun cebinden para çıkması. ,joy
kayın validemin öldüğü tarihin hem kaynımla hem de benim doğum günüm olması çok şaşırtıcı ,surprise
Yeğenim doğduğunda o kadar sevindim ki ondan hiç ayrılmak istemiyordum. sürekli ona dokunmak ve kucağımda uyutmak istedim. ,joy
genç bir yakınımı kaybettiğimde çok üzülmüştüm. ,sadness
erkeklerin dışarıda küfürlü konuşmalarından tiksiniyorum. ,disgust
arkadaşım beni ekse ona karşı öfke duyardım. ,anger
Bilgisayar oyunları beni mutlu eder. ,joy
Kalabalıktan korkarım. ,fear
Göbeğin var denmesine kızarım ,anger
Çalışmaktan hiç yorulmayan insanlara şaşırırım. ,surprise
Cebimde param olması beni mutlu eder. ,joy
Alışveriş yaparken paramın yetmemesinden korkuyorum ,fear
Benim seçimlerime saygı duyulmamasına kızıyorum ,anger
insanların ağzını kocaman açıp hamburger yemeleri midemi bulandırıyor. ,disgust
insanların televizyona çıkıp evlenmek istediklerine şaşırıyorum. ,surprise
"""Play station"" oynamak beni rahatlatır ",joy
Parasız kalmaktan korkarım ,fear
Sözümü kesenlere öfkelenirim ,anger
Arabamla yeni kaza yaptım. Bu beni çok üzdü ,sadness
Her şeye midesi bulanan kızlardan tiksinirim ,disgust
Kızların tripleri beni şaşırtıyor. ,surprise
oğlum doğduğunda çok mutlu oldum ,joy
ağaç diktiğimde çok mutlu oldum ,joy
hastalığımı kabullendiğimde çok mutlu oldum ,joy
insanlara yardım ettiğimde çok mutlu oluyorum ,joy
engellilere duyarsız davranılması beni üzüyor ,sadness
sigara içen birinin öpmesinden tiksiniyorum ,disgust
sarımsak yiyerek toplum içine dişlerini fırçalamadan girenlerden tiksiniyorum ,disgust
cimri bir arkadaşımın yardımda bulunmasına çok şaşırdım ,surprise
Eşimi kalp krizi geçirdiğinde kaybedeceğim diye korkmuştum ,fear
Kızımın okulda arkadaşları tarafından darp edilmesine çok üzüldüm ,sadness
Babamı 63 yaşında aniden kaybettiğim zaman çok üzüldüm ,sadness
herhangi bir şey için çok ısrar edilmesinden hoşlanmıyorum ,anger
içim içime sığmamıştı. Ama sonradan sıradanlaşan bir duygu. Diğer yeğenlerimde bu duygu sıradanlaştı. Evlat sahibi olmak da böyledir herhalde. Ne olursa olsun ilk çocuk bence daha şanslı. Ortancalar yandı. ,joy
ondan daha çok dişçinin azarlamasından korkuyorum. ,fear
kızımın düğününden birkaç ay sonra evimize gelişi beni çok mutlu etmişti. ,joy
kiralık ev ararken lojman çıkmasına çok sevindim ,joy
maneviyatıma yönelik kitap okurken televizyon yayını izlerken mutlu oluyorum ,joy
bir çocuğun dünyaya gelmesi çok güzel bir duygu. Özellikle bir yakınımın bebeğinin olması beni mutlu eder. mutluluktan ağlayabilirim ,joy
dişçiden korkmuyorum sadece o cihazların sesini ilk duyduğumda biraz geriliyorum ama dişçi koltuğunda metanetliyim. ,fear
ölen yakınlarımı düşündüğümde hüzünlenirim. ,sadness
çok yakın bir arkadaşıma biraz kırılsam da sudan bir sebeple gelmediyse bir kereliğine anlayışla karşılarım tekrarlarsa öfkelenirim ,anger
Polis çevirdiğinde çok korkmuştum. ,fear
El ettiğim taksi durmayınca çok öfkelendim. ,anger
Yemek yerken yemeğimin içine sinek düşünce çok tiksindim. ,disgust
ablam evlenirken çok mutlu oldum. ,joy
motordan düşerken çok korktum. ,fear
babamın hastalığını öğrenince çok üzüldüm. ,sadness
köpeğimin ilk ayağını kaldırarak işediğini görünce çok şaşırdım. ,surprise
Sınavdan yüksek not aldığımı öğrenince çok mutlu oldum. ,joy
Çay getirirken ayağım takıldı dökülecek sandım. ,fear
Yorgun bir şekilde eve geldiğimde anahtarımı unuttuğumu fark edince çok sinirlendim. ,anger
Babamla kavgamız aklıma geldikçe üzülüyorum. ,sadness
Dürüst olmayan insanlardan tiksiniyorum ,disgust
Uzun zamandır arkadaşımı ilk defa karşımda görünce çok şaşırdım. ,surprise
Verilen sözlerin tutulmaması hoşuma gitmez . ,anger
Dolapta bir poşet çikolata bulduğumda çok sevindim. ,joy
Karşıdan karşıya geçerken arabaların hızını arttırmasından çok korkarım. ,fear
Görevini yerine getirmeyen bir insan gördüğümde öfkelenirim. ,anger
Bir arkadaşımın üzgün olduğunu gördüğümde bende çok üzülürüm. ,sadness
Sınırsızca alışveriş yaptığımda çok sevindim. ,joy
Kedilerle aynı ortamda bulunmaktan korkarım. ,fear
kardeşim davranışlarına çok öfkelenirim. ,anger
Tayt giyen erkeklerden tiksinirim. ,disgust
İstanbul dan sevdiğim bir ağabeyi görmeye gittiğimde çok mutlu olmuştum. ,joy
Köpeğim kaybolduğunda tekrar bulamayacağım için çok korkmuştum. ,fear
Sevdiğim kız aynı duygularla karşılık vermeyince çok üzülmüştüm. ,sadness
Sakallı kız görünce tiksiniyorum. ,disgust
arkadaşım bana hediye aldığında çok sevindim. ,joy
deprem olunca çok korktum. ,fear
"araba sürerken, radardan geçince ceza yedim diye çok korktum. ",fear
tuttuğum takım haksız yere penaltı alınca sinirlendim. ,anger
değer verdiğim arkadaşım bana yalan söyleyince çok öfkelendim. ,anger
çok sevdiğim biri cezaevine girdiğinde çok üzüldüm. ,sadness
burnuna elini sokup karıştıranlardan tiksiniyorum. ,disgust
Üniversiteyi kazandığımda mutlu olmuştum. ,joy
sapık yobaz erkeklerin kadınlara karışması çok tiksindirici. ,disgust
Eski arkadaşım üniversiteyi kazanınca çok sevindim. ,joy
Rahmetli büyük babamı düşünmek içimi çok acıtıyor. ,sadness
Babam eski iş arkadaşını karşısında görünce çok şaşırdı. ,surprise
ilk yurt dışı tecrübemde fazlasıyla mutluydum ,joy
Allah korkusu ,fear
birisinin yere tükürmesinden tiksinirim. ,disgust
Arkadaşımın geçerli bir nedeni varsa ona kızmam ama yoksa bozulurum. ,anger
büyük annemi düşünmek beni üzüyor. ,sadness
ilk Yeğenim doğduğunda onu kesinlikle ona zarar vermeyecek şekilde öpücük ve sevgi bombardımanına tutardım. Sonuçta o bir melek. ,joy
Dişçiye ilk kez gittiğimde daha küçük çocuktum. Çok bir şey hatırlamıyorum ama korkmuştum. Hatta öyle bir korkmuşum ki bir daha dişçiye gitmemek için her gün düzenli olarak dişlerimi fırçalamaya başlamıştım. ,fear
